id,age,income,self_learning_hours,highest_degree,favourite_domain
85429,69,90,2.09,Bachelor,Cybersecurity
85430,51,44,1.29,Master,Cybersecurity
85431,19,33,2.2,PhD,Data Science
85432,24,35,3.49,High School,Cybersecurity
85433,57,59,0.73,High School,AI
85434,53,48,1.48,High School,Business Analytics
85435,57,35,0.57,Bachelor,Software Engineering
85436,42,31,1.64,High School,Cybersecurity
85437,53,82,3.97,Master,Data Science
85438,39,12,3.35,Bachelor,Software Engineering
85439,48,51,1.96,High School,Business Analytics
85440,35,90,3.18,Bachelor,Software Engineering
85441,37,52,0.44,High School,Data Science
85442,19,50,3.28,Bachelor,Data Science
85443,54,69,2.26,High School,AI
85444,49,72,1.89,Bachelor,Software Engineering
85445,48,34,0.95,High School,Data Science
85446,60,63,1.15,High School,AI
85447,55,100,0.69,Bachelor,Business Analytics
85448,36,91,3.9,PhD,Software Engineering
85449,57,55,1.68,PhD,Data Science
85450,53,61,0.11,Bachelor,Data Science
85451,64,88,2.59,High School,Software Engineering
85452,21,79,3.49,PhD,AI
85453,45,33,4.0,PhD,Cybersecurity
85454,70,58,1.88,High School,Software Engineering
85455,43,27,3.05,High School,Business Analytics
85456,65,85,0.92,Bachelor,AI
85457,48,70,3.09,Bachelor,AI
85458,69,61,0.98,PhD,Software Engineering
85459,38,65,3.48,High School,Business Analytics
85460,39,66,2.09,Bachelor,Business Analytics
85461,26,77,1.16,Bachelor,AI
85462,47,29,3.47,PhD,Business Analytics
85463,52,28,2.0,Master,Software Engineering
85464,56,16,0.65,PhD,Business Analytics
85465,20,49,0.57,Bachelor,AI
85466,29,7,1.61,PhD,Business Analytics
85467,25,42,1.24,Bachelor,Software Engineering
85468,20,77,0.48,Master,Cybersecurity
85469,61,42,0.53,Master,Business Analytics
85470,45,12,3.25,Bachelor,Software Engineering
85471,36,57,2.51,Bachelor,Business Analytics
85472,60,96,2.5,Bachelor,Cybersecurity
85473,69,79,0.85,PhD,Business Analytics
85474,53,70,3.82,High School,Cybersecurity
85475,47,24,2.86,PhD,AI
85476,56,58,3.47,High School,Software Engineering
85477,51,75,1.03,High School,AI
85478,56,18,3.69,High School,AI
85479,31,63,3.62,High School,AI
85480,26,20,0.52,PhD,Cybersecurity
85481,27,26,0.33,PhD,Software Engineering
85482,39,34,1.04,Bachelor,Business Analytics
85483,54,33,1.74,Bachelor,AI
85484,44,55,0.46,High School,Data Science
85485,58,80,0.39,PhD,Cybersecurity
85486,46,26,1.36,Master,Software Engineering
85487,29,24,0.16,PhD,Business Analytics
85488,50,98,3.54,High School,Business Analytics
85489,41,92,1.57,Master,Business Analytics
85490,20,10,1.37,PhD,Cybersecurity
85491,29,67,3.76,Master,Software Engineering
85492,60,75,2.83,Bachelor,Business Analytics
85493,48,88,2.8,PhD,Data Science
85494,18,6,1.88,High School,Software Engineering
85495,50,66,0.63,Bachelor,AI
85496,64,52,3.91,PhD,Cybersecurity
85497,30,83,1.86,PhD,Business Analytics
85498,31,56,2.37,PhD,Data Science
85499,58,99,0.98,PhD,Data Science
85500,40,48,1.9,Master,AI
85501,41,66,2.67,PhD,Cybersecurity
85502,54,20,3.66,Bachelor,Software Engineering
85503,69,98,3.74,Bachelor,AI
85504,41,10,1.94,Bachelor,Cybersecurity
85505,68,27,0.58,Bachelor,Software Engineering
85506,41,35,1.65,High School,AI
85507,30,29,0.17,PhD,Software Engineering
85508,20,95,2.96,Master,AI
85509,66,74,2.31,Bachelor,Data Science
85510,35,82,2.88,High School,Cybersecurity
85511,47,62,3.31,High School,Business Analytics
85512,21,70,1.46,PhD,Business Analytics
85513,37,6,1.67,Bachelor,Data Science
85514,26,20,3.46,PhD,Software Engineering
85515,42,92,0.52,PhD,Data Science
85516,55,44,1.8,PhD,AI
85517,59,50,1.08,Master,Business Analytics
85518,68,11,0.8,PhD,Data Science
85519,42,72,1.48,High School,AI
85520,42,48,2.48,Master,Business Analytics
85521,34,82,2.4,High School,Data Science
85522,70,39,0.43,Master,Business Analytics
85523,33,88,2.76,Bachelor,Data Science
85524,52,71,1.87,Bachelor,Cybersecurity
85525,28,89,1.47,Master,Business Analytics
85526,54,37,3.12,Master,Business Analytics
85527,24,37,1.71,PhD,Business Analytics
85528,33,31,2.96,High School,Business Analytics
85529,18,6,0.12,High School,Cybersecurity
85530,54,98,2.38,Master,Cybersecurity
85531,35,75,1.08,Master,Cybersecurity
85532,36,51,1.89,PhD,AI
85533,22,49,1.75,PhD,Cybersecurity
85534,66,86,1.15,Bachelor,Data Science
85535,34,38,0.83,PhD,Cybersecurity
85536,54,70,3.81,High School,Data Science
85537,40,45,1.91,High School,Software Engineering
85538,24,69,2.26,High School,Cybersecurity
85539,30,41,1.84,PhD,AI
85540,70,22,1.54,PhD,Cybersecurity
85541,20,9,1.86,High School,AI
85542,39,5,3.07,Bachelor,Business Analytics
85543,43,90,2.95,High School,AI
85544,29,81,3.1,Bachelor,Cybersecurity
85545,63,94,3.18,High School,Business Analytics
85546,53,60,1.69,Bachelor,Software Engineering
85547,52,9,2.58,PhD,Cybersecurity
85548,47,68,0.83,Master,Cybersecurity
85549,40,70,2.1,PhD,Data Science
85550,66,64,3.45,Bachelor,AI
85551,37,36,1.24,Master,Software Engineering
85552,37,71,2.97,High School,Business Analytics
85553,58,47,2.24,Bachelor,Business Analytics
85554,25,76,1.79,Bachelor,Cybersecurity
85555,49,12,0.16,Master,Data Science
85556,61,85,2.56,PhD,Software Engineering
85557,29,10,2.66,High School,AI
85558,68,17,3.43,Bachelor,Data Science
85559,60,32,2.51,PhD,Business Analytics
85560,39,36,1.65,PhD,Software Engineering
85561,48,57,3.6,Master,Software Engineering
85562,18,68,3.64,High School,AI
85563,59,19,2.24,Master,Cybersecurity
85564,19,54,2.7,Master,AI
85565,62,67,0.99,High School,Cybersecurity
85566,41,63,2.21,Master,Business Analytics
85567,24,20,0.45,High School,Data Science
85568,36,69,2.23,Bachelor,Business Analytics
85569,49,66,3.83,Master,AI
85570,30,64,2.15,High School,Business Analytics
85571,32,36,0.0,High School,Software Engineering
85572,59,81,1.06,Master,Cybersecurity
85573,50,72,0.97,High School,AI
85574,57,23,2.81,Bachelor,Business Analytics
85575,63,5,0.13,PhD,AI
85576,41,86,2.8,Bachelor,Data Science
85577,58,94,1.48,High School,Business Analytics
85578,53,22,3.16,Master,Software Engineering
85579,31,45,1.63,High School,Data Science
85580,59,15,3.19,Master,Business Analytics
85581,34,13,2.28,Bachelor,Software Engineering
85582,58,90,1.43,Master,Data Science
85583,54,37,1.06,High School,Cybersecurity
85584,35,15,2.69,Bachelor,Cybersecurity
85585,60,99,0.38,High School,AI
85586,54,44,3.4,High School,AI
85587,61,44,2.16,Master,Software Engineering
85588,26,34,1.83,Bachelor,Software Engineering
85589,63,27,0.8,Bachelor,Cybersecurity
85590,41,88,3.4,Master,Software Engineering
85591,55,12,3.64,Master,Cybersecurity
85592,21,76,1.03,Bachelor,Cybersecurity
85593,53,77,1.25,Master,AI
85594,65,51,2.98,PhD,Software Engineering
85595,32,77,2.93,Master,Cybersecurity
85596,47,10,3.2,Master,Data Science
85597,21,48,2.89,Bachelor,AI
85598,33,15,1.92,Bachelor,AI
85599,27,46,2.11,Master,AI
85600,41,17,2.65,Master,Software Engineering
85601,46,44,0.84,High School,Cybersecurity
85602,42,28,0.76,PhD,Business Analytics
85603,66,54,2.49,Bachelor,AI
85604,61,38,2.36,Bachelor,Software Engineering
85605,66,64,2.87,High School,Software Engineering
85606,21,18,0.82,Master,Business Analytics
85607,28,29,1.88,Master,Data Science
85608,23,37,0.25,High School,Software Engineering
85609,26,96,0.4,Bachelor,AI
85610,32,36,1.24,PhD,Data Science
85611,35,71,1.43,High School,Business Analytics
85612,32,27,3.8,PhD,Cybersecurity
85613,33,81,3.54,Bachelor,Business Analytics
85614,70,48,3.18,Bachelor,Cybersecurity
85615,70,64,1.85,PhD,Business Analytics
85616,29,94,2.01,PhD,Business Analytics
85617,64,38,2.97,Master,Cybersecurity
85618,69,92,0.65,Master,Software Engineering
85619,65,45,3.77,PhD,Data Science
85620,32,100,0.4,Bachelor,Business Analytics
85621,35,46,1.6,High School,AI
85622,41,27,3.58,Master,AI
85623,39,89,2.12,High School,Business Analytics
85624,30,97,3.03,PhD,AI
85625,21,62,3.65,High School,Software Engineering
85626,27,18,3.61,Bachelor,Business Analytics
85627,26,32,1.11,Bachelor,Data Science
85628,48,29,3.53,High School,AI
85629,19,20,3.72,PhD,Business Analytics
85630,52,13,1.17,Master,Data Science
85631,42,46,1.59,PhD,AI
85632,59,26,3.53,High School,Data Science
85633,32,74,0.54,Master,Software Engineering
85634,56,40,0.87,High School,Business Analytics
85635,37,57,2.68,Master,Software Engineering
85636,20,100,0.18,High School,Cybersecurity
85637,40,35,3.33,PhD,Software Engineering
85638,70,90,3.8,Master,Software Engineering
85639,43,45,3.2,Bachelor,Business Analytics
85640,70,26,1.0,Bachelor,Software Engineering
85641,31,48,3.12,High School,Business Analytics
85642,24,57,2.11,Master,Data Science
85643,19,29,1.76,Bachelor,Data Science
85644,63,40,0.37,High School,Data Science
85645,25,83,1.77,PhD,Cybersecurity
85646,66,70,2.4,PhD,AI
85647,20,90,1.86,Bachelor,Data Science
85648,55,80,3.06,Bachelor,Software Engineering
85649,55,43,2.26,PhD,Business Analytics
85650,53,67,1.54,Bachelor,Business Analytics
85651,52,89,2.7,Master,Business Analytics
85652,26,11,1.76,Master,Software Engineering
85653,37,55,2.04,High School,Business Analytics
85654,23,76,2.2,Master,AI
85655,51,93,1.73,Bachelor,Software Engineering
85656,59,18,2.43,High School,AI
85657,49,45,2.11,PhD,Data Science
85658,35,66,2.57,Bachelor,Software Engineering
85659,21,12,1.78,Master,Cybersecurity
85660,62,55,3.1,High School,Data Science
85661,70,46,1.72,PhD,AI
85662,70,13,2.59,PhD,Cybersecurity
85663,34,34,1.44,Bachelor,Data Science
85664,53,67,3.9,PhD,Data Science
85665,62,98,2.49,High School,AI
85666,28,63,3.99,Bachelor,AI
85667,69,53,3.47,PhD,Software Engineering
85668,48,20,3.22,Master,Software Engineering
85669,34,88,1.72,Bachelor,AI
85670,25,5,3.0,PhD,AI
85671,25,75,1.85,Bachelor,Cybersecurity
85672,38,49,1.43,High School,Data Science
85673,60,58,2.48,High School,Data Science
85674,18,94,1.16,Bachelor,AI
85675,65,39,1.3,PhD,Cybersecurity
85676,53,12,1.81,PhD,Software Engineering
85677,64,31,2.86,High School,Business Analytics
85678,54,35,2.82,High School,Cybersecurity
85679,36,31,1.9,High School,AI
85680,27,71,2.26,Bachelor,Cybersecurity
85681,65,8,0.46,High School,Software Engineering
85682,30,70,1.87,PhD,Data Science
85683,62,44,0.55,PhD,Cybersecurity
85684,40,82,1.33,PhD,Data Science
85685,42,21,2.08,Master,Business Analytics
85686,59,97,3.43,PhD,AI
85687,69,16,3.44,High School,AI
85688,66,60,3.22,High School,Data Science
85689,51,75,3.1,Master,Data Science
85690,44,47,3.44,PhD,Cybersecurity
85691,43,86,3.47,PhD,AI
85692,50,5,2.6,PhD,Cybersecurity
85693,33,35,2.11,High School,Software Engineering
85694,64,20,1.86,Bachelor,Cybersecurity
85695,27,72,3.15,High School,Software Engineering
85696,60,47,3.49,Bachelor,Business Analytics
85697,26,92,2.85,Master,Business Analytics
85698,46,31,1.57,Bachelor,Cybersecurity
85699,65,75,0.94,PhD,AI
85700,51,47,1.24,Master,AI
85701,23,26,1.24,Master,Data Science
85702,42,46,3.03,Master,Business Analytics
85703,31,86,3.62,Bachelor,Software Engineering
85704,31,35,2.4,Master,Cybersecurity
85705,41,73,1.19,PhD,AI
85706,66,30,3.5,High School,Data Science
85707,59,15,0.95,Bachelor,Business Analytics
85708,68,87,0.98,Bachelor,Business Analytics
85709,47,58,1.92,Bachelor,Cybersecurity
85710,60,46,0.03,High School,Business Analytics
85711,41,27,3.11,High School,Software Engineering
85712,54,92,2.01,High School,Software Engineering
85713,55,97,3.04,Bachelor,Cybersecurity
85714,67,32,3.28,PhD,Cybersecurity
85715,26,32,1.78,High School,Software Engineering
85716,55,27,3.41,PhD,AI
85717,42,56,1.03,Bachelor,Software Engineering
85718,37,94,2.9,Master,Business Analytics
85719,66,5,3.13,High School,AI
85720,20,90,2.61,PhD,Business Analytics
85721,66,21,1.15,PhD,Data Science
85722,33,93,3.95,Bachelor,Software Engineering
85723,30,83,0.29,Master,Cybersecurity
85724,33,41,3.26,Bachelor,Software Engineering
85725,65,8,0.17,PhD,Data Science
85726,62,57,3.3,Master,Cybersecurity
85727,57,62,1.51,PhD,Data Science
85728,53,74,2.37,Master,Cybersecurity
85729,19,74,1.44,Bachelor,Business Analytics
85730,41,66,2.9,Bachelor,Data Science
85731,70,48,3.54,High School,Cybersecurity
85732,40,42,2.61,Master,Business Analytics
85733,34,51,2.09,Bachelor,Software Engineering
85734,27,6,1.31,High School,Data Science
85735,57,55,2.4,High School,Business Analytics
85736,36,60,0.48,Bachelor,AI
85737,40,98,3.47,Bachelor,AI
85738,60,49,3.72,PhD,Software Engineering
85739,55,87,2.94,Master,Business Analytics
85740,37,91,2.61,High School,Cybersecurity
85741,63,51,2.97,Bachelor,Software Engineering
85742,22,25,2.76,Bachelor,Software Engineering
85743,19,78,2.73,PhD,Software Engineering
85744,70,53,3.06,Bachelor,Business Analytics
85745,41,26,2.75,Master,Cybersecurity
85746,43,51,2.09,High School,AI
85747,63,54,0.04,High School,Business Analytics
85748,35,60,0.96,High School,Software Engineering
85749,66,40,0.74,High School,AI
85750,59,8,2.37,Master,Business Analytics
85751,62,63,2.4,Master,Business Analytics
85752,66,70,1.1,Master,AI
85753,49,48,3.52,Bachelor,Cybersecurity
85754,37,97,0.47,High School,Data Science
85755,48,6,1.45,High School,AI
85756,33,86,0.67,Master,Data Science
85757,23,44,1.52,PhD,AI
85758,39,96,2.46,Bachelor,Cybersecurity
85759,51,50,1.51,Bachelor,Business Analytics
85760,41,54,3.65,Bachelor,Software Engineering
85761,29,88,2.2,High School,Cybersecurity
85762,20,47,1.91,PhD,Software Engineering
85763,64,10,3.68,High School,Cybersecurity
85764,64,52,0.35,Bachelor,Software Engineering
85765,64,80,2.99,High School,AI
85766,70,89,1.23,Master,Software Engineering
85767,57,18,1.82,Bachelor,AI
85768,69,30,2.47,Master,AI
85769,35,95,2.46,High School,Cybersecurity
85770,52,57,0.95,Bachelor,Cybersecurity
85771,55,17,1.72,Bachelor,AI
85772,61,65,2.91,Bachelor,AI
85773,60,43,2.49,Master,AI
85774,44,17,0.44,PhD,Data Science
85775,46,39,3.33,Bachelor,Software Engineering
85776,69,39,1.2,Master,Software Engineering
85777,27,34,3.6,High School,Cybersecurity
85778,66,8,1.77,Master,AI
85779,43,95,2.04,PhD,Data Science
85780,38,91,2.93,Bachelor,Software Engineering
85781,63,58,0.11,Master,Business Analytics
85782,48,100,0.56,Bachelor,AI
85783,32,100,2.87,PhD,AI
85784,53,100,1.4,High School,AI
85785,42,15,0.1,High School,Business Analytics
85786,67,42,1.34,Master,AI
85787,46,56,3.31,Bachelor,AI
85788,36,83,2.18,Master,Cybersecurity
85789,22,13,3.9,High School,Software Engineering
85790,45,54,0.76,Master,Software Engineering
85791,24,52,0.33,Master,Cybersecurity
85792,26,57,3.28,Master,AI
85793,45,67,2.24,High School,AI
85794,40,69,1.82,Bachelor,Data Science
85795,25,10,0.31,High School,Data Science
85796,35,85,2.37,Master,Software Engineering
85797,28,65,2.93,High School,Business Analytics
85798,58,44,1.61,PhD,Data Science
85799,23,59,0.5,Master,AI
85800,52,76,2.36,Master,Software Engineering
85801,46,28,3.42,PhD,Cybersecurity
85802,54,75,1.8,PhD,Data Science
85803,22,29,0.56,PhD,Cybersecurity
85804,43,94,3.93,Master,AI
85805,66,64,3.54,High School,AI
85806,23,30,3.44,Master,Software Engineering
85807,47,66,1.04,PhD,Cybersecurity
85808,59,48,2.23,PhD,Business Analytics
85809,35,8,2.84,Master,Software Engineering
85810,35,50,3.22,PhD,Business Analytics
85811,28,85,3.16,PhD,Data Science
85812,70,73,3.05,High School,Software Engineering
85813,19,84,1.9,Bachelor,Software Engineering
85814,30,76,0.68,PhD,Business Analytics
85815,41,11,0.57,Bachelor,Cybersecurity
85816,22,17,3.03,High School,Data Science
85817,35,89,1.87,Bachelor,AI
85818,31,34,2.27,Bachelor,Software Engineering
85819,51,8,3.22,Bachelor,AI
85820,59,75,1.41,High School,Business Analytics
85821,54,84,2.86,Bachelor,Business Analytics
85822,69,19,1.37,High School,Data Science
85823,61,15,2.33,High School,Software Engineering
85824,24,38,2.76,Master,Data Science
85825,64,19,0.58,Master,AI
85826,52,91,3.43,Bachelor,AI
85827,49,78,2.42,PhD,Business Analytics
85828,70,36,2.51,Master,Business Analytics
85829,62,43,0.08,PhD,Software Engineering
85830,53,96,0.86,High School,AI
85831,32,95,0.56,Master,Data Science
85832,64,44,2.2,Bachelor,Software Engineering
85833,24,54,1.24,High School,Cybersecurity
85834,41,61,3.94,Bachelor,Data Science
85835,33,55,3.41,Master,Cybersecurity
85836,50,52,0.4,High School,Data Science
85837,47,73,3.07,High School,AI
85838,62,35,2.92,PhD,AI
85839,68,48,2.51,PhD,Business Analytics
85840,53,90,2.66,High School,AI
85841,54,77,2.27,High School,Data Science
85842,44,65,0.46,High School,Business Analytics
85843,37,100,3.67,High School,Business Analytics
85844,35,72,1.77,High School,Software Engineering
85845,67,87,2.31,Bachelor,AI
85846,50,53,0.19,Master,Cybersecurity
85847,67,63,1.77,Master,Cybersecurity
85848,40,7,2.74,High School,Data Science
85849,31,39,0.38,PhD,Business Analytics
85850,69,68,1.34,PhD,Data Science
85851,56,81,0.37,High School,Cybersecurity
85852,43,83,0.93,High School,Business Analytics
85853,50,10,0.16,High School,Software Engineering
85854,60,44,3.66,Master,Software Engineering
85855,31,22,1.26,PhD,Data Science
85856,58,38,3.75,High School,Software Engineering
85857,32,12,2.09,Bachelor,Business Analytics
85858,50,100,3.07,Master,Software Engineering
85859,46,81,0.06,PhD,Software Engineering
85860,53,27,0.36,Bachelor,AI
85861,51,12,0.39,Master,Software Engineering
85862,20,45,2.25,Master,AI
85863,26,5,2.4,Bachelor,Data Science
85864,42,48,3.13,Master,Business Analytics
85865,58,84,0.47,PhD,AI
85866,66,11,3.36,Bachelor,Business Analytics
85867,48,54,3.08,PhD,Data Science
85868,49,59,3.14,High School,Data Science
85869,63,6,1.0,Master,Software Engineering
85870,70,7,3.05,Bachelor,Data Science
85871,33,32,2.57,Bachelor,Cybersecurity
85872,30,55,1.56,High School,Cybersecurity
85873,41,56,0.94,Bachelor,AI
85874,58,80,0.46,Master,Business Analytics
85875,66,18,3.66,High School,Business Analytics
85876,60,94,3.5,Master,Cybersecurity
85877,63,24,1.04,High School,AI
85878,28,74,3.25,PhD,Cybersecurity
85879,24,33,1.9,PhD,Data Science
85880,18,78,3.19,Master,AI
85881,53,7,3.44,PhD,AI
85882,64,80,3.78,PhD,Software Engineering
85883,53,24,0.98,High School,Data Science
85884,62,20,3.77,Bachelor,Software Engineering
85885,54,12,1.82,Master,Business Analytics
85886,55,45,1.28,Bachelor,Software Engineering
85887,23,63,0.62,Master,Data Science
85888,62,64,2.64,Bachelor,AI
85889,30,11,2.3,Bachelor,Software Engineering
85890,43,50,3.74,Master,Software Engineering
85891,32,24,1.29,Bachelor,Data Science
85892,69,47,1.95,PhD,Business Analytics
85893,44,23,1.02,Master,Cybersecurity
85894,60,75,2.74,High School,Software Engineering
85895,29,68,0.31,High School,Business Analytics
85896,47,12,3.06,Bachelor,Data Science
85897,65,33,0.6,High School,Software Engineering
85898,66,60,0.69,Master,Data Science
85899,23,64,0.25,PhD,Data Science
85900,47,33,2.54,PhD,Business Analytics
85901,35,99,2.1,High School,Data Science
85902,43,38,2.89,PhD,AI
85903,47,64,1.03,Master,Data Science
85904,70,92,2.98,Master,Software Engineering
85905,60,82,1.06,Master,Cybersecurity
85906,65,27,0.16,PhD,Data Science
85907,39,7,1.83,Master,Software Engineering
85908,50,66,0.9,High School,AI
85909,30,79,0.42,High School,Software Engineering
85910,56,66,3.39,Bachelor,Data Science
85911,52,91,1.94,High School,Business Analytics
85912,40,25,1.61,High School,Software Engineering
85913,66,62,1.45,Master,Software Engineering
85914,63,74,2.45,Bachelor,Cybersecurity
85915,21,95,0.65,PhD,Business Analytics
85916,49,26,0.19,Bachelor,Cybersecurity
85917,67,75,1.18,Bachelor,Cybersecurity
85918,63,24,2.87,High School,Cybersecurity
85919,46,58,1.2,Master,Software Engineering
85920,22,72,1.03,PhD,AI
85921,42,9,1.8,Bachelor,Data Science
